Question,Category,Difficulty Fariha,Difficulty Arean,A,B,C,D,Answer
ফুয়াদ ‘ক’ নদীর তীরে বসবাস করে যা দীর্ঘ পথ অতিক্রম করে বাংলাদেশে প্রবেশ করেছে। একটি প্রাকৃতিক দুর্যোগ নদীটির একটি নতুন ধারার জন্ম দেয়। ফুয়াদের এলাকায় একটি জঙ্গল আছে যা বিভিন্ন গাছে পূর্ণ। সে এই জঙ্গলের একটি বিশেষ বৈশিষ্ট্য লক্ষ্য করে যা এটিকে অন্যান্য জঙ্গল থেকে আলাদা করেছে। ’ক’ নদীটির নাম কি,Geography,4,4,যমুনা,ব্রহ্মপুত্র,পদ্মা,মেঘনা,B
মাহির দেশের একটি বৃহৎ নদীর উপর নির্মিত বঙ্গবন্ধু সেতু দেখতে পায়। ১৭৮৭ সালে সংঘটিত ভূমিকম্পের ফলে সৃষ্ট নতুন স্রোতধারা নদীটিকে নতুন নামে পরিচিত করে। উক্ত নদী বৈশিষ্ট্য হল i. এর উৎপত্তি তিব্বতের মানস সরবরে ii. এর উপনদী হলো করতোয়া ও আত্রাই iii. এটি সীমান্ত নদী হিসেবে পরিচিত,Geography,5,5,"i,ii","i,iii","ii,iii","i,ii,iii",A
তার বাবার সাথে বাংলাদেশের দক্ষিণ পূর্বাঞ্চলে বেড়াতে যায় সে লক্ষ্য করে একটি নদীর পানি ব্যবহার করে বিদ্যুৎ উৎপাদন করা হচ্ছে এবং বিভিন্ন স্থানে সরবরাহ করা হচ্ছে। সোহেলের দেখা নদীর গুরুত্ব বেশি কারণ i.পানি বিদ্যুৎ কেন্দ্রের জন্য ii.চট্টগ্রাম বন্দরের জন্য iii.বাংলাদেশে অর্থনীতিতে ভূমিকা রাখার জন্য,Geography,5,5,"i,ii","ii,iii","i,iii","i,ii,iii",D
মিনা ও মানিক দুই ভাইবোন।তারা শীতের ছুটিতে বেড়াতে যায়। মানিক তার মার সাথে দেশের উত্তর পূর্বাঞ্চলে পাহাড় দেখতে যায়। আর মিনা বাবার সাথে যায় বরেন্দ্রভূমি দেখতে। মিনার বেড়ানো যায়গাটির মূল বৈশিষ্ট্য হল I. লালচে মাটি ii . নুড়ি ও বালি মিশ্রিত মাটি Iii. সবুজ প্রকৃতি,Geography,5,5,"i,ii","i,iii","ii,iii","i,ii,iii",A
ক নদীটি দেশের পশ্চিম সীমানা দিয়ে এবং খ নদী টি দেশের উত্তর সীমানা দিয়ে বাংলাদেশের প্রবেশ করেছে। খ একটি উপনদী হলেও সেচ ব্যবস্থার জন্য গুরুত্বপূর্ণ। উভয় নদীতে ভারত একাধিক স্থানে বাঁধ নির্মাণ করেছে এবং অতিরিক্ত পানি প্রত্যাহার করে নিচ্ছে। ক নদীর বাঁধের জন্য বাংলাদেশের i. জীববৈচিত্র হুমকির সম্মুখীন ii. যোগাযোগ ব্যবস্থা ব্যাহত হচ্ছে iii. মানুষের প্রেসার পরিবর্তন হচ্ছে,Geography,5,5,"i,ii","i,iii","ii,iii","i,ii,iii",D
সূর্য পৃথিবী থেকে দূরে অবস্থান করলে সেই অবস্থাকে কী বলে?,Geography,1,3,অপসূর,অনসূর,দক্ষিণায়ন,উত্তরায়ণ,A
টেলিগ্রাফ মালভূমির অবস্থান কোথায়?,Geography,2,2,ব্রিটিশ দ্বীপপুঞ্জের পূর্বে,ব্রিটিশ দ্বীপপুঞ্জের উত্তরে,ব্রিটিশ দ্বীপপুঞ্জের দক্ষিণে,ব্রিটিশ দ্বীপপুঞ্জের পশ্চিমে,D
নিম্ন আকাশের মেঘ কোনটি?,Geography,2,5,সিরোস্ট্যাটাস,নিম্বস্ট্যাটাস,অল্টোকিউমুলাস,অক্টোস্ট্যাটাস,B
ভূগোলের জনক কে?,Geography,1,3,এরিস্টটল,ভিকো,ইরাটসথেনিস,হেরোডোটাস,C
ভূমিকম্পের বিপজ্জনক বলয়ে অবস্থিত কোন জেলা?,Geography,3,3,ঢাকা,খুলনা,চট্রগ্রাম,বরিশাল,A
বর্ষার পানিতে পরিপূর্ণ হয়ে হ্রদের আকার ধারণ করে- i. চলনবিল  ii. রংপুরের বিল iii. সিলেট অঞ্চলের হাওড় নিচের কোনটি সঠিক?,Geography,4,5,"i, ii ও iii",ii ও iii,i ও ii,i ও iii,D
কোনটি বিহিত মুদ্রা?,Economics,1,1,প্রাইজবন্ড,ব্যাংক ড্রাফট,ব্যাংক চেক,নগদ অর্থ,D
ডলার কোন দেশের মুদ্রা?,Economics,1,1,বাংলাদেশ,আমেরিকা,ভারত,পাকিস্তান,B
জমির চাহিদার সাথে খাজনার সম্পর্ক –,Economics,1,1,ব্যস্তানুপাতিক,সমমুখী,বিপরীতমুখী,সমানুপাতিক,B
"কৃষিক্ষেত্রে উন্নত জাতের বীজ, সার, সেচ ইত্যাদিতে কোনটির অবদান বেশি?",Economics,1,1,প্রযুক্তির;,শিক্ষার;,যোগাযোগ;,সংস্কৃতির;,A
আধুনিক অর্থনীতিতে বিনিময়ের মাধ্যম হিসেবে সর্বজন স্বীকৃত কোনটি?,Economics,1,1,অর্থ,দ্রব্য,স্বর্ণ,রৌপ্য,A
যোগানবিধি অনুযায়ী দ্রব্যের যোগান কীসের উপর নির্ভরশীল?,Economics,1,1,উৎপাদনের পরিমাণের উপর,উৎপাদন খরচের উপর,দ্রব্যের দামের উপর,ক্রেতার চাহিদার উপর,C
কোনো দ্রব্যের অভাব পূরণের ক্ষমতাকে কি বলে?,Economics,1,1,উপযোগ,চাহিদা,বন্টন,উৎপাদন,A
সংগঠন কিসের ভিত্তি?,Economics,1,1,ব্যবসায়ের,মালিকানার,চাকুরির,শিল্পের,A
প্রাক-শিল্প যুগের অর্থকেন্দ্রিক সমস্যার সাথে বর্তমানে কোনটি যুক্ত হয়েছে?,Economics,1,1,মানসিক সমস্যা,অর্থনৈতিক সমস্যা,রাজনৈতিক সমস্যা,পেশা নির্বাচনের সমস্যা,A
যে মূলধন একবার ব্যবহারে নি:শেষ হয়ে যায় তাকে কী বলে?,Economics,1,1,নিমজ্জমান মূলধন,চলতি মূলধন,আবদ্ধ মূলধন,স্থায়ী মূলধন,B
উন্নয়ন কী?,Economics,1,1,প্রবৃদ্ধির একটি অংশ,মাথাপিছু আয় বৃদ্ধি,জাতীয় আয় বৃদ্ধি,প্রবৃদ্ধির সাথে অন্যান্য বিষয়ের সুফল,D
