Question,Category,Difficulty Fariha,Difficulty Arean,A,B,C,D,Answer
কেন্দ্রীয় ব্যাংকের প্রধান কাজ কোনটি?,Economics,2,2,ঋণদান,মুদ্রা প্রচলন,বৈদেশিক বাণিজ্য,মুনাফা অর্জন,B
নানা সাহেব পরাজিত হয়ে কী করেন?,History,3,3,আত্মহত্যা,অন্তর্ধান,দেশত্যাগ,সেচ্ছা নির্বাসন,B
জীববৈচিত্র্যর ধ্বংসের ফলে রয়েল বেঙ্গল টাইগার আবাসস্থল হারাচ্ছে। এক্ষেত্রে বাঘ আর কী হারাচ্ছে?,Geography,1,3,বিচরণ ক্ষেত্র,নিরাপত্তার ক্ষেত্র,প্রজননের ক্ষেত্র,শিকারের ক্ষেত্র,D
মানচিত্র ব্যবহার করেন- i. ভূগোলবিদ  ii. কৃষিবিদ  iii. পর্যটক  নিচের কোনটি সঠিক?,Geography,3,4,ii ও iii,i ও ii,i ও iii,"i, ii ও iii",D
কোনো নির্দিষ্ট সময়ে সাধারণ এক বছরে একটি দেশের ভৌগোলিক সীমানায় মোট যে পরিমাণ চূড়ান্ত দ্রব্য উৎপাদিত হয় তার বাজার মূল্যকে কী বলে?,Economics,2,1,মোট জাতীয় উৎপাদন,নিট জাতীয় উৎপাদন,মোট দেশজ উৎপাদন,নিট দেশজ উৎপাদন,C
কাশিমবাজার বালাসোরে কুঠি স্থাপন করে কারা?,History,3,3,ফরাসিরা,ডাচরা,ইংরেজরা,দিনেমাররা,A
ব্রিটিশ সরকার কত খ্রিষ্টাব্দে ইন্ডিগো কমিশন গঠন করেন?,History,3,3,1859,1860,1861,1862,C
কোনো স্থানের দ্রাঘিমা নির্ণয় করতে হলে হাফিজকে যে বিষয়গুলো জানা দরকার¬- i. ঐ স্থানের দ্রাঘিমাংশ ii. ঐ স্থানের স্থানীয় সময় iii. গ্রিনিচ স্থানীয় সময় নিচের কোনটি সঠিক?,Geography,3,5,i ও ii,ii ও iii,i ও iii,"i, ii ও iii",B
“জীবসম্প্রদায়ের পারিপার্শ্বিক জৈব ও প্রাকৃতিক অবস্থাকে পরিবেশ বলে”- এটা কার অভিমত?,Geography,3,3,পার্ক,ম্যাকনি,আর্মস,হামবোল্ট,C
রাষ্ট্রের পররাষ্ট্র বিষয়ক কাজ কী?,Politics,1,2,অভ্যন্তরীণ শান্তি-শৃঙ্খলা,অন্য রাষ্ট্রের সাথে চুক্তি সম্পাদন,নাগরিকদের স্বাস্থ্যরক্ষা করা,সরকারি কর্মচারীদের কাজ তদারক,B
“ভূগোল হলো প্রকৃতির সঙ্গে সম্পর্কিত বিজ্ঞান”- কে বলেছেন?,Geography,3,3,ইরাটসথেনিস, ডাডলি স্ট্যাম্প,কার্ল রিটার,আলেকজান্ডার ফন হামবোল্ট,D
ডাক বিভাগ হতে ২০১৩-১৪ অর্থবছরে বাংলাদেশের সরকারের আয়ের পরিমাণ কত?,Economics,3,3,২৯৪ কোটি টাকা,৫১৮ কোটি টাকা,৬৬৮ কোটি টাকা,৯০০ কোটি টাকা,A
সকালের কাঁচাবাজার কোন ধরনের বাজারের উদাহরণ?,Economics,1,1,অতি দীর্ঘকালীন,দীর্ঘকালীন,স্বল্পকালীন,অতি স্বল্পকালীন,D
জাতির যেসব গুণবাচক বৈশিষ্ট্য জাতীয় সম্পদের অন্তর্ভুক্ত- i. কর্মদক্ষতা ii. উদ্ভাবনী শক্তি iii. অর্থসম্পদ নিচের কোনটি সঠিক?,Economics,3,4,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",A
পূর্ববাংলার জনগণের স্বার্থরক্ষার জন্য প্রতিষ্ঠিত হয়- i. আওয়ামী লীগ ii. কৃষক শ্রমিক পার্টি iii. মুসলিম লীগ নিচের কোনটি সঠিক?,History,3,4,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",A
মি ‘X’ দেশের রাষ্ট্রপতি পদ থেকে অপসারিত হয়েছেন। তার সম্পর্কে কোন সিদ্ধান্তটি প্রযোজ্য হবে?;,Politics,4,2,তিনি আর সংসদ সদস্য হতে পারবেন না,তিনি আর কোনো কাজ করতে পারবেন না,তিনি আর রাষ্ট্রপতি হতে পারবেন না,তিনি আর রাজনীতি করতে পারবেন না,C
"বন্যা, খরা, ঘূর্ণিঝড় ইত্যাদি দুর্যোগ মোকাবিলায় সরকারকে কোন ব্যয় করতে হয়?",Politics,2,2,স্বাস্থ্য ও পরিবার কল্যাণ,সমাজকল্যাণমূলক,অপ্রত্যাশিত,অন্যান্য খাতভুক্ত,C
এদেশের মানুষের অপুষ্টির কারণ-; i. দারিদ্র্য ii. বেকারত্ব iii. প্রশিক্ষণ নিচের কোনটি সঠিক?,Social,3,3,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",A
ব্যাংক কিসের ভিত্তিতে ঋণপত্র প্রচলন করে?,Economics,3,3,গ্রাহক সংখ্যার,আমানত হিসাবে রক্ষিত নগদ অর্থে,মানুষের চাহিদার,ব্যাংকের মূলধনের,B
;কোম্পানির দেওয়ানি লাভের ফলে ক্ষমতাহীন শাসকে পরিণত হন-; i. সম্রাট ii. নবাব iii. ক্লাইভ নিচের কোনটি সঠিক?,History,3,4,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",A
পরিবার একটি স্থানীয় সামাজিক প্রতিষ্ঠান- i. স্নেহ-মায়া-মমতার ii. সম্প্রীতি ও সহযোগিতার iii. যা স্বল্পস্থায়ী নিচের কোনটি সঠিক?,Social,3,3,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",A
বর্তমান সময়ের গুরুত্বপূর্ণ কাজ কোনটি?,Social,1,2,অগ্রগতিকে সুসংহত করা,অগ্রগতির ধারা ব্যাহত করা,অগ্রগতিকে গতিশীল ও দ্রুততর করা,উত্তরোত্তর আয় বৃদ্ধি করা,A
জাতির জন্য সুস্পষ্ট দিক নির্দেশনা হিসেবে নিচের কোনটি অধিক যুক্তিযুক্ত?  ,History,1,3,৭ মার্চের ভাষণ,ভাষা আন্দোলন,৭০ এর নির্বাচন,স্বাধীনতা ঘোষণা,A
